# theta1,theta2 in radians, 100 Hz
-0.7350105812,0.9688804175
-0.7350110256,0.9688804175
-0.7350114701,0.9688804175
-0.7350119145,0.9688804175
-0.7350123590,0.9688804175
-0.7350128034,0.9688804175
-0.7350132479,0.9688804175
-0.7350136923,0.9688804175
-0.7350141367,0.9688804175
-0.7350145812,0.9688804175
-0.7350150256,0.9688804175
-0.7350154701,0.9688804175
-0.7350159145,0.9688804175
-0.7350163590,0.9688804175
-0.7350168034,0.9688804175
-0.7350172479,0.9688804175
-0.7350176923,0.9688804175
-0.7350181367,0.9688804175
-0.7350185812,0.9688804175
-0.7350187917,0.9688804175
-0.7350190022,0.9688804175
-0.7350192128,0.9688804175
-0.7350194233,0.9688804175
-0.7350196338,0.9688804175
-0.7350198444,0.9688804175
-0.7350200549,0.9688804175
-0.7350202654,0.9688804175
-0.7350204759,0.9688804175
-0.7350206865,0.9688804175
-0.7350208970,0.9688804175
-0.7350211075,0.9688804175
-0.7350213180,0.9688804175
-0.7350215286,0.9688804175
-0.7350217391,0.9688804175
-0.7350219496,0.9688804175
-0.7350221601,0.9688804175
-0.7350223707,0.9688804175
-0.7350225812,0.9688804175
-0.7350193761,0.9688810073
-0.7350161709,0.9688815970
-0.7350129658,0.9688821868
-0.7350097607,0.9688827765
-0.7350065556,0.9688833662
-0.7350033504,0.9688839560
-0.7350001453,0.9688845457
-0.7349969402,0.9688851355
-0.7349937350,0.9688857252
-0.7349905299,0.9688863150
-0.7349873248,0.9688869047
-0.7349841197,0.9688874944
-0.7349809145,0.9688880842
-0.7349777094,0.9688886739
-0.7349745043,0.9688892637
-0.7349712991,0.9688898534
-0.7349680940,0.9688904432
-0.7349648889,0.9688910329
-0.7349616838,0.9688916226
-0.7349584786,0.9688922124
-0.7349552735,0.9688928021
-0.7349520684,0.9688933919
-0.7349488632,0.9688939816
-0.7349456581,0.9688945714
-0.7349424530,0.9688951611
-0.7349392479,0.9688957509
-0.7349360427,0.9688963406
-0.7349328376,0.9688969303
-0.7349296325,0.9688975201
-0.7349264273,0.9688981098
-0.7349232222,0.9688986996
-0.7349200171,0.9688992893
-0.7349168120,0.9688998791
-0.7349136068,0.9689004688
-0.7349104017,0.9689010585
-0.7349071966,0.9689016483
-0.7349039914,0.9689022380
-0.7349007863,0.9689028278
-0.7348975812,0.9689034175
-0.7347307391,0.9690692070
-0.7345638970,0.9692349965
-0.7343970549,0.9694007859
-0.7342302128,0.9695665754
-0.7340633707,0.9697323649
-0.7338965286,0.9698981544
-0.7337296865,0.9700639438
-0.7335628444,0.9702297333
-0.7333960022,0.9703955228
-0.7332291601,0.9705613123
-0.7330623180,0.9707271017
-0.7328954759,0.9708928912
-0.7327286338,0.9710586807
-0.7325617917,0.9712244702
-0.7323949496,0.9713902596
-0.7322281075,0.9715560491
-0.7320612654,0.9717218386
-0.7318944233,0.9718876280
-0.7317275812,0.9720534175
-0.7311163180,0.9721182070
-0.7305050549,0.9721829965
-0.7298937917,0.9722477859
-0.7292825286,0.9723125754
-0.7286712654,0.9723773649
-0.7280600022,0.9724421544
-0.7274487391,0.9725069438
-0.7268374759,0.9725717333
-0.7262262128,0.9726365228
-0.7256149496,0.9727013123
-0.7250036865,0.9727661017
-0.7243924233,0.9728308912
-0.7237811601,0.9728956807
-0.7231698970,0.9729604702
-0.7225586338,0.9730252596
-0.7219473707,0.9730900491
-0.7213361075,0.9731548386
-0.7207248444,0.9732196280
-0.7201135812,0.9732844175
-0.7192344759,0.9732844175
-0.7183553707,0.9732844175
-0.7174762654,0.9732844175
-0.7165971601,0.9732844175
-0.7157180549,0.9732844175
-0.7148389496,0.9732844175
-0.7139598444,0.9732844175
-0.7130807391,0.9732844175
-0.7122016338,0.9732844175
-0.7113225286,0.9732844175
-0.7104434233,0.9732844175
-0.7095643180,0.9732844175
-0.7086852128,0.9732844175
-0.7078061075,0.9732844175
-0.7069270022,0.9732844175
-0.7060478970,0.9732844175
-0.7051687917,0.9732844175
-0.7042896865,0.9732844175
-0.7034105812,0.9732844175
-0.7022388970,0.9732844175
-0.7010672128,0.9732844175
-0.6998955286,0.9732844175
-0.6987238444,0.9732844175
-0.6975521601,0.9732844175
-0.6963804759,0.9732844175
-0.6952087917,0.9732844175
-0.6940371075,0.9732844175
-0.6928654233,0.9732844175
-0.6916937391,0.9732844175
-0.6905220549,0.9732844175
-0.6893503707,0.9732844175
-0.6881786865,0.9732844175
-0.6870070022,0.9732844175
-0.6858353180,0.9732844175
-0.6846636338,0.9732844175
-0.6834919496,0.9732844175
-0.6823202654,0.9732844175
-0.6811485812,0.9732844175
-0.6800206338,0.9732845228
-0.6788926865,0.9732846280
-0.6777647391,0.9732847333
